0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
4.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5.0, 1.0, 0.0, 0.0, 0.0, 0.8299944444444445, 4.477611940298507, 3.7163930348258702, 0.0, 0.0, 0.0, 1.0, 1.0, 21.46, 50.0, 0.0, 0.0, 0.0, 0.0, 21.3, 0.0, 0.0
5.0, 1.0, 0.0, 0.0, 0.0, 0.8299944444444445, 4.477611940298507, 3.7163930348258702, 0.0, 0.0, 0.0, 1.0, 1.0, 41.46, 50.0, 0.0, 0.0, 0.0, 0.0, 21.3, 0.0, 0.0
5.0, 1.0, 0.0, 4.0, 0.0, 0.8299944444444445, 4.477611940298507, 3.7163930348258702, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 50.0, 0.0, 0.0, 0.0, 0.0, 21.3, 200.0, 0.0
5.0, 1.0, 0.0, 4.0, 0.0, 0.8299944444444445, 4.477611940298507, 3.7163930348258702, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 50.0, 0.0, 0.0, 0.0, 0.0, 51.62, 200.0, 0.0
5.0, 1.0, 0.0, 4.0, 0.0, 0.8299944444444445, 4.477611940298507, 3.7163930348258702, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 50.0, 0.0, 0.0, 0.0, 0.0, 71.77, 200.0, 0.0
